lat,lon,densidade,densidade_baseline
-23.96430872483221,-46.81981208053691,1912.587378895813,1745.7151912740114
-23.95993959731544,-46.81981208053691,1985.4363021864024,1757.5268830658965
-23.95557046979866,-46.81981208053691,2060.166954455699,1769.266040906891
-23.95120134228188,-46.81981208053691,2136.784128192648,1780.9301505305475
-23.9468322147651,-46.81981208053691,2215.290265664538,1792.5167004216157
-23.94246308724832,-46.81981208053691,2295.685363751772,1804.0231827017785
-23.938093959731543,-46.81981208053691,2377.966880519097,1815.4470940198914
-23.933724832214764,-46.81981208053691,2462.1296438385725,1826.7859364458793
-23.929355704697983,-46.81981208053691,2548.1657623843403,1838.0372183681056
-23.92498657718121,-46.81981208053691,2636.0645393242667,1849.1984553935638
-23.92061744966443,-46.81981208053691,2725.812389037498,1860.2671712506972
-23.91624832214765,-46.81981208053691,2817.392757189695,1871.240898694087
-23.91187919463087,-46.81981208053691,2910.78604449936,1882.117180410785
-23.90751006711409,-46.81981208053691,3005.9695345304194,1892.8935699278209
-23.903140939597314,-46.81981208053691,3102.9173258436635,1903.5676325201875
-23.898771812080536,-46.81981208053691,3201.600268840541,1914.136946119245
-23.89440268456376,-46.81981208053691,3301.9859076281223,1924.5991022205767
-23.89003355704698,-46.81981208053691,3404.038427231066,1934.9517067913246
-23.8856644295302,-46.81981208053691,3507.718606470564,1945.1923811760932
-23.88129530201342,-46.81981208053691,3612.9837768240473,1955.318763001277
-23.87692617449664,-46.81981208053691,3719.787787570964,1965.3285070771747
-23.872557046979864,-46.81981208053691,3828.0809775222974,1975.219286297383
-23.86818791946309,-46.81981208053691,3937.810153618427,1984.9887925351395
-23.863818791946308,-46.81981208053691,4048.918576670769,1994.6347375359642
-23.85944966442953,-46.81981208053691,4161.345954508116,2004.154853806185
-23.85508053691275,-46.81981208053691,4275.0284427743245,2013.5468954969854
-23.850711409395974,-46.81981208053691,4389.898653608966,2022.80863928329
-23.846342281879195,-46.81981208053691,4505.885672424827,2031.9378852371226
-23.84197315436241,-46.81981208053691,4622.9150829788205,2040.932457695001
-23.83760402684564,-46.81981208053691,4740.90900091253,2049.7902061186956
-23.833234899328858,-46.81981208053691,4859.78611591998,2058.509005949281
-23.82886577181208,-46.81981208053691,4979.461742675939,2067.086759453394
-23.8244966442953,-46.81981208053691,5099.847880637921,2075.5213965618595
-23.820127516778523,-46.81981208053691,5220.853282810122,2083.810875699794
-23.815758389261745,-46.81981208053691,5342.383533533246,2091.9531846079176
-23.811389261744967,-46.81981208053691,5464.341135338384,2099.9463411544925
-23.807020134228186,-46.81981208053691,5586.625604878124,2107.788394137586
-23.802651006711407,-46.81981208053691,5709.133577918445,2115.477424077029
-23.79828187919463,-46.81981208053691,5831.75892335103,2123.0115439957704
-23.79391275167785,-46.81981208053691,5954.392866153686,2130.388900190068
-23.789543624161077,-46.81981208053691,6076.924119200349,2137.60767298815
-23.78517449664429,-46.81981208053691,6199.239023792415,2144.6660774969314
-23.78080536912752,-46.81981208053691,6321.221698753598,2151.5623643361814
-23.77643624161074,-46.81981208053691,6442.754197900594,2158.29482036008
-23.77206711409396,-46.81981208053691,6563.716675674273,2164.8617693652623
-23.76769798657718,-46.81981208053691,6683.98756068256,2171.261572785422
-23.7633288590604,-46.81981208053691,6803.443736882311,2177.4926303716948
-23.758959731543623,-46.81981208053691,6921.960732092512,2183.55338085871
-23.754590604026845,-46.81981208053691,7039.412913506281,2189.4423026157
-23.750221476510067,-46.81981208053691,7155.67368983949,2195.1579142824016
-23.74585234899329,-46.81981208053691,7270.615719725195,2200.698775389426
-23.74148322147651,-46.81981208053691,7384.111125938013,2206.0634869625887
