NUM_BO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;NATUREZA APURADA;RUBRICA;DESC_PERIODO;DESCR_TIPOLOCAL;LATITUDE;LONGITUDE;BAIRRO;LOGRADOURO;NOME_DELEGACIA_CIRC;NOME_SECCIONAL_CIRC;FLAG_STATUS_CRIME;FLAG_FLAGRANTE;MES;ANO;TURNO;FIM_DE_SEMANA;VIA_PUBLICA;CRIME_DOLOSO
BH7278;2026-01-26;11:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;manha;0;0;0
BJ9959;2026-01-27;18:22:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.65589371;-46.78777766;CAPAO REDONDO;RUA FRANCISCO VIELMA;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;S;1.0;2026.0;noite;0;1;1
BK0095;2026-01-27;18:42:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Saúde;-23.6087149;-46.4919173;JARDIM SAPOPEMBA;Rua Manuel França dos Santos;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;C;N;1.0;2026.0;noite;0;0;1
BK1137;2026-01-28;01:00:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.4771296;-46.7642419;VILA JARAGUÁ;Rua Doutor EnEas Carneiro;46º D.P. PERUS;DEL.SEC.3º OESTE;C;N;1.0;2026.0;madrugada;0;1;1
BK1181;2026-01-28;02:20:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5087901;-46.5449145;VILA SANTO HENRIQUE;Rua Ilha de Tupinambaranas;10º D.P. PENHA DE FRANCA;DEL.SEC.5º LESTE;T;N;1.0;2026.0;madrugada;0;1;0
BL6806;2026-01-28;16:15:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;73º D.P. JACANA;DEL.SEC.4º NORTE;T;S;1.0;2026.0;tarde;0;0;0
BL7689;2026-01-28;20:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5611177;-46.473704;CIDADE LÍDER;Rua SAo Francisco;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;T;S;1.0;2026.0;noite;0;1;0
BN3835;2026-01-29;17:40:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.9059354;-46.701463;EMBURÁ;Estrada Engenheiro Marsilac;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;1.0;2026.0;tarde;0;1;1
BN4444;2026-01-29;20:20:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;C;N;1.0;2026.0;noite;0;0;1
BN5898;2026-01-29;22:55:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.539796;-46.5919931;BELENZINHO;Rua Doutor Clementino;81º D.P. BELEM;DEL.SEC.5º LESTE;T;S;1.0;2026.0;noite;0;1;0
BP1840;2026-01-31;01:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5168771;-46.6751337;VILA LEOPOLDINA;Rua Doutor Edgard Theotonio Santana;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;S;1.0;2026.0;madrugada;1;1;0
BP1840;2026-01-31;01:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5168771;-46.6751337;VILA LEOPOLDINA;Rua Doutor Edgard Theotonio Santana;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;S;1.0;2026.0;madrugada;1;1;0
BP5767;2026-01-31;00:20:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Saúde;-23.5220965;-46.5627982;PARQUE NOVO MUNDO;Rua Francisco Fanganielo;90º D.P. PQ. NOVO MUNDO;DEL.SEC.4º NORTE;C;N;1.0;2026.0;madrugada;1;0;1
BP6884;2026-01-31;13:50:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.56530697;-46.46764056;PARQUE DO CARMO;AVENIDA AFONSO DE SAMPAIO E SOUSA;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;T;N;1.0;2026.0;tarde;1;1;0
BP9612;2026-01-31;14:30:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Saúde;-23.49700862;-46.43775209;SAO MIGUEL;RUA DOUTOR JOSE GUILHERME EIRAS;22º D.P. SAO MIGUEL PTA;DEL.SEC.7º ITAQUERA;C;N;1.0;2026.0;tarde;1;0;1
BN7190;2026-01-30;06:50:00;LESAO CORPORAL SEGUIDA DE MORTE;LesAo corporal (art. 129);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;103º D.P. COHABII/ITAQU.;DEL.SEC.7º ITAQUERA;C;N;1.0;2026.0;manha;0;0;0
BQ1273;2026-01-31;20:27:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;1.0;2026.0;noite;1;0;0
BQ1650;2026-01-31;21:48:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;16º D.P. VILA CLEMENTINO;DEL.SEC.2º SUL;C;N;1.0;2026.0;noite;1;0;1
BQ1685;2026-01-31;21:38:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.7357426;-46.7940951;VILA CALU;Rua Angelito Mello;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;1.0;2026.0;noite;1;1;0
BQ2569;2026-02-01;03:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.4580628;-46.6837393;JARDIM ELISA MARIA;Rua Manuel Aquilino dos Santos;72º D.P. VILA PENTEADO;DEL.SEC.4º NORTE;T;N;2.0;2026.0;madrugada;1;1;0
BQ2569;2026-02-01;03:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.4580628;-46.6837393;JARDIM ELISA MARIA;Rua Manuel Aquilino dos Santos;72º D.P. VILA PENTEADO;DEL.SEC.4º NORTE;T;N;2.0;2026.0;madrugada;1;1;0
BQ3143;2026-02-01;04:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;T;N;2.0;2026.0;madrugada;1;0;0
BQ5475;2026-02-01;10:36:21;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.72573825;-46.76395675;JARDIM ANGELA;AVENIDA TAQUANDAVA;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;2.0;2026.0;manha;1;1;0
BR0175;2026-02-02;01:20:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.58749483;-46.390619;CIDADE TIRADENTES;RUA ALEXANDRE DAVIDENKO;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;2.0;2026.0;madrugada;0;1;0
BS4082;2026-02-02;17:11:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5182595;-46.6708374;VÁRZEA DA BARRA FUNDA;Rua Doutor MoisEs Kahan;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;S;2.0;2026.0;tarde;0;1;0
BU9179;2026-02-04;11:22:14;HOMICIDIO DOLOSO;HomicIdio (art. 121);;CondomInio Comercial;-23.4947734;-46.4274658;VILA CURUÇÁ VELHA;Avenida Marechal Tito;22º D.P. SAO MIGUEL PTA;DEL.SEC.7º ITAQUERA;C;N;2.0;2026.0;manha;0;0;1
BX4063;2026-02-05;19:55:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Templo e Afins;-23.6677008;-46.64936521;JABAQUARA;RUA ALVARES FAGUNDES;97º D.P. AMERICANOPOLIS;DEL.SEC.2º SUL;T;N;2.0;2026.0;noite;0;0;0
BX4370;2026-02-05;21:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.50635271;-46.61003536;SANTANA;Rua Doutor Gabriel Piza;09º D.P. - CARANDIRU;DEL.SEC.4º NORTE;T;N;2.0;2026.0;noite;0;1;0
BX4370;2026-02-05;21:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.50635271;-46.61003536;SANTANA;Rua Doutor Gabriel Piza;09º D.P. - CARANDIRU;DEL.SEC.4º NORTE;T;N;2.0;2026.0;noite;0;1;0
BX5884;2026-02-06;01:38:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5148469;-46.6765549;PONTE PEQUENA;Avenida Presidente Castelo Branco;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;N;2.0;2026.0;madrugada;0;1;0
BX5884;2026-02-06;01:38:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5148469;-46.6765549;PONTE PEQUENA;Avenida Presidente Castelo Branco;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;N;2.0;2026.0;madrugada;0;1;0
BX5884;2026-02-06;01:38:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5148469;-46.6765549;PONTE PEQUENA;Avenida Presidente Castelo Branco;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;N;2.0;2026.0;madrugada;0;1;0
BX7203;2026-02-06;05:31:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Saúde;-23.66967627;-46.77312512;CAPAO REDONDO;AVENIDA COMENDADOR SANTANNA;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;2.0;2026.0;madrugada;0;0;0
BZ0961;2026-02-06;22:51:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.61007909;-46.73106059;VILA SONIA;RUA CORREGIO;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;C;N;2.0;2026.0;noite;0;1;1
BZ1378;2026-02-07;00:18:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;T;S;2.0;2026.0;madrugada;1;0;0
BZ1378;2026-02-07;00:18:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;T;S;2.0;2026.0;madrugada;1;0;0
BZ5631;2026-02-07;09:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;51º D.P. RIO PEQUENO;DEL.SEC.3º OESTE;T;N;2.0;2026.0;manha;1;0;0
BZ9641;2026-02-07;14:49:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5457068;-46.6313076;CENTRO HISTÓRICO DE SÃO PAULO;Parque Dom Pedro II;01º D.P. SE;DEL.SEC.1º CENTRO;C;N;2.0;2026.0;tarde;1;1;1
CA1531;2026-02-07;20:15:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.54827;-46.6508242;CONSOLAÇÃO;Rua da ConsolaçAo;04º D.P. CONSOLAÇAO;DEL.SEC.1º CENTRO;T;N;2.0;2026.0;noite;1;1;0
CA1531;2026-02-07;20:15:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.54827;-46.6508242;CONSOLAÇÃO;Rua da ConsolaçAo;04º D.P. CONSOLAÇAO;DEL.SEC.1º CENTRO;T;N;2.0;2026.0;noite;1;1;0
CA1840;2026-02-07;20:49:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Lazer e RecreaçAo;-23.5880667;-46.5523931;JARDIM TERESA;Rua Bartolomeu CorrEa Bueno;42º D.P. PARQUE S. LUCAS;DEL.SEC.5º LESTE;C;N;2.0;2026.0;noite;1;0;1
CA2517;2026-02-07;22:45:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Restaurante e Afins;-23.6124353;-46.5945134;CIDADE NOVA HELIÓPOLIS;Estrada das LAgrimas;95º D.P. HELIOPOLIS;DEL.SEC.2º SUL;T;S;2.0;2026.0;noite;1;0;0
BV9974;2026-02-05;03:05:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.6233319;-46.479064;PARQUE SAO RAFAEL;Avenida Miguel Motoki Ogushi;55º D.P. PARQUE S.RAFAEL;DEL.SEC.8º SAO MATEUS;C;S;2.0;2026.0;madrugada;0;1;1
CB1568;2026-02-08;20:43:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.58207494;-46.38340882;CIDADE TIRADENTES;RUA BARAO TEIXEIRA DE CAMARGO;44º D.P. GUAIANAZES;DEL.SEC.8º SAO MATEUS;T;N;2.0;2026.0;noite;1;1;0
CB2628;2026-02-09;00:43:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;S;2.0;2026.0;madrugada;0;0;0
CB9974;2026-02-07;13:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.59084237;-46.79268228;JARDIM ARPOADOR;AVENIDA GENERAL ASDRUBAL DA CUNHA;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;T;N;2.0;2026.0;tarde;1;1;0
CC8004;2026-02-09;18:38:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Saúde;-23.5686906;-46.6401227;LIBERDADE;Rua Vergueiro;05º D.P. ACLIMACAO;DEL.SEC.1º CENTRO;C;S;2.0;2026.0;noite;0;0;1
CD3732;2026-02-10;04:35:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;62º D.P. ERMELINO MATARAZZO;DEL.SEC.7º ITAQUERA;T;N;2.0;2026.0;madrugada;0;0;0
CD5267;2026-02-09;08:00:33;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;51º D.P. RIO PEQUENO;DEL.SEC.3º OESTE;T;N;2.0;2026.0;manha;0;0;0
CE1031;2026-02-10;14:40:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;97º D.P. AMERICANOPOLIS;DEL.SEC.2º SUL;T;S;2.0;2026.0;tarde;0;0;0
CV8061;2026-02-22;22:20:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5105828;-46.3829433;JARDIM NÉLIA;Rua Vicente de Oliveira Leme;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;C;N;2.0;2026.0;noite;1;1;1
CG2936;2026-02-11;19:53:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Comércio e Serviços;-23.539177;-46.4360641;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;Rua EugEnio Albini;103º D.P. COHABII/ITAQU.;DEL.SEC.7º ITAQUERA;T;S;2.0;2026.0;noite;0;0;0
CG4347;2026-02-11;21:40:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;C;S;2.0;2026.0;noite;0;0;1
CG4522;2026-02-12;00:49:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5226123;-46.5132562;VILA RÉ;Rua JoAo Batista Monte;24º D.P. PONTE RASA;DEL.SEC.7º ITAQUERA;T;N;2.0;2026.0;madrugada;0;1;0
CG4563;2026-02-12;03:15:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.54737638;-46.63196219;SE;PRAÇA FERNANDO COSTA;01º D.P. SE;DEL.SEC.1º CENTRO;C;S;2.0;2026.0;madrugada;0;1;1
BS9336;2026-02-03;03:59:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Saúde;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;80º D.P. VILA JOANIZA;DEL.SEC.6º SANTO AMARO;C;S;2.0;2026.0;madrugada;0;0;1
CH2331;2026-02-12;08:50:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Unidade Rural;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;2.0;2026.0;manha;0;0;1
CI2524;2026-02-13;01:10:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5663725;-46.6841257;PINHEIROS;Rua dos Pinheiros;14º D.P. PINHEIROS;DEL.SEC.3º OESTE;T;N;2.0;2026.0;madrugada;0;1;0
CI5946;2026-02-13;09:30:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Via Pública;-23.5560894;-46.6381693;SÉ;Viaduto Jaceguai;05º D.P. ACLIMACAO;DEL.SEC.1º CENTRO;T;S;2.0;2026.0;manha;0;1;0
CJ9338;2026-02-13;23:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;S;2.0;2026.0;noite;0;0;0
CJ9601;2026-02-13;23:40:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.8790221;-46.6426257;CIDADE LUZ;Rua Tito Pedro Mascelani;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;T;N;2.0;2026.0;noite;0;1;0
CJ9646;2026-02-14;03:35:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5492623;-46.499576;ARTUR ALVIM;RUA ARLINDO MARQUES JUNIOR;65º D.P. ARTUR ALVIM;DEL.SEC.7º ITAQUERA;C;N;2.0;2026.0;madrugada;1;1;1
CK0826;2026-02-14;06:35:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;98º D.P. JARDIM MIRIAM;DEL.SEC.6º SANTO AMARO;T;S;2.0;2026.0;manha;1;0;0
CK9298;2026-02-14;;HOMICIDIO DOLOSO;HomicIdio (art. 121);A noite;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;C;N;2.0;2026.0;desconhecido;1;0;1
CK9328;2026-02-14;22:30:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Via Pública;-23.58926687;-46.78396355;RAPOSO TAVARES;RUA AUGUSTO BENASSI;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;T;S;2.0;2026.0;noite;1;1;0
CL0055;2026-02-14;23:35:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;N;2.0;2026.0;noite;1;0;1
CL0218;2026-02-15;00:55:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;24º D.P. PONTE RASA;DEL.SEC.7º ITAQUERA;T;S;2.0;2026.0;madrugada;1;0;0
CL0663;2026-02-15;05:10:58;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;39º D.P. VILA GUSTAVO;DEL.SEC.4º NORTE;C;N;2.0;2026.0;madrugada;1;0;1
CL4414;2026-02-15;05:00:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Via Pública;-23.458494;-46.6629807;JARDIM SANTA CRUZ;Avenida Masao Watanabe;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;N;2.0;2026.0;madrugada;1;1;0
CL4728;2026-02-15;03:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;N;2.0;2026.0;madrugada;1;0;0
CN1746;2026-02-17;10:07:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.61776132;-46.59425717;VILA VERMELHA;Rodovia Anchieta;95º D.P. HELIOPOLIS;DEL.SEC.2º SUL;C;N;2.0;2026.0;manha;0;1;1
CN2170;2026-02-17;11:10:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Restaurante e Afins;-23.6247589;-46.6078133;VILA DAS MERCES;Rua Dom Vilares;26º D.P. SACOMA;DEL.SEC.2º SUL;T;S;2.0;2026.0;manha;0;0;0
CN7191;2026-02-17;19:23:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.44212019;-46.70699557;PIRITUBA;Avenida Raimundo Pereira de MagalhAes;74º D.P. PARADA TAIPAS;DEL.SEC.4º NORTE;C;N;2.0;2026.0;noite;0;1;1
CN8866;2026-02-17;17:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5858393;-46.6597641;IBIRAPUERA;Avenida Pedro Alvares Cabral;36º D.P. VILA MARIANA;DEL.SEC.2º SUL;T;N;2.0;2026.0;tarde;0;1;0
CN9073;2026-02-18;01:44:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Area não Ocupada;-23.63263659;-46.77478853;CAMPO LIMPO;RUA VITORIO EMANUELE ROSSI;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;C;N;2.0;2026.0;madrugada;0;0;1
CO1999;2026-02-18;08:01:00;HOMICIDIO DOLOSO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;23º D.P. PERDIZES;DEL.SEC.3º OESTE;C;N;2.0;2026.0;manha;0;0;1
CO4830;2026-02-08;;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);A noite;Via Pública;-23.5909261;-46.3946336;CIDADE TIRADENTES;Rua JosE Francisco BrandAo;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;2.0;2026.0;desconhecido;1;1;0
CP4378;2026-02-18;22:15:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;91º D.P. CEASA;DEL.SEC.3º OESTE;T;S;2.0;2026.0;noite;0;0;0
CP4597;2026-02-18;23:20:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;46º D.P. PERUS;DEL.SEC.3º OESTE;C;N;2.0;2026.0;noite;0;0;1
CQ3159;2026-02-19;11:30:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.80553241;-46.73651021;PARELHEIROS;RUA UM;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;2.0;2026.0;manha;0;1;1
CR0341;2026-02-19;17:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;S;2.0;2026.0;tarde;0;0;0
CR0341;2026-02-19;17:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;S;2.0;2026.0;tarde;0;0;0
CR7174;2026-02-18;09:11:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5763272;-46.553283;VILA DIVA (ZONA LESTE);Avenida Luiz Ferreira da Silva;29º D.P. VILA PRUDENTE;DEL.SEC.5º LESTE;C;N;2.0;2026.0;manha;0;1;1
CS1186;2026-02-20;11:25:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.61170531;-46.73502901;VILA SONIA;RUA PROFESSOR JOSE HORACIO MEIRELLES TEIXEIRA;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;C;N;2.0;2026.0;manha;0;1;1
CS2085;2026-02-20;12:55:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5432503;-46.6081989;BRÁS;Rua 21 de Abril;08º D.P. BRAS;DEL.SEC.1º CENTRO;T;N;2.0;2026.0;tarde;0;1;0
CS6651;2026-02-20;20:35:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.50920918;-46.6276939;SANTANA;AVENIDA GENERAL PEDRO LEON SCHNEIDER;13º D.P. CASA VERDE;DEL.SEC.4º NORTE;C;S;2.0;2026.0;noite;0;1;1
CS9569;2026-02-21;07:40:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;T;S;2.0;2026.0;manha;1;0;0
CT1139;2026-02-21;04:50:31;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;09º D.P. - CARANDIRU;DEL.SEC.4º NORTE;T;S;2.0;2026.0;madrugada;1;0;0
