NUM_BO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;NATUREZA APURADA;RUBRICA;DESC_PERIODO;DESCR_TIPOLOCAL;LATITUDE;LONGITUDE;BAIRRO;LOGRADOURO;NOME_DELEGACIA_CIRC;NOME_SECCIONAL_CIRC;FLAG_STATUS_CRIME;FLAG_FLAGRANTE;MES;ANO
GE0163;2026-04-22;19:20:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;99º D.P. CAMPO GRANDE;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0
GE1792;2026-04-23;02:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.4727866;-46.6626363;VILA NOVA CACHOEIRINHA;Rua Salvador Pires;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;S;4.0;2026.0
GF1803;2026-04-20;02:00:08;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5615458;-46.6166954;CAMBUCI;Rua Dona Ana Néri;06º D.P. CAMBUCI;DEL.SEC.1º CENTRO;T;N;4.0;2026.0
GF7950;2026-04-24;00:02:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Restaurante e Afins;-23.496614;-46.4113887;JARDIM SILVA TELES;Rua Aricanga;59º D.P. JARDIM DOS IPES;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0
GF8070;2026-04-24;00:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;26º D.P. SACOMA;DEL.SEC.2º SUL;T;S;4.0;2026.0
GF8070;2026-04-24;00:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;26º D.P. SACOMA;DEL.SEC.2º SUL;T;S;4.0;2026.0
GG2539;2026-04-24;05:20:00;LESAO CORPORAL SEGUIDA DE MORTE;Lesão corporal (art. 129);;Saúde;-23.48270658;-46.63187701;MANDAQUI;RUA VOLUNTARIOS DA PATRIA;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;C;N;4.0;2026.0
GG3895;2026-04-24;11:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.4908337;-46.7031427;VILA CAVATON;Rua Júlio Augusto Brandassi;28º D.P. FREGUESIA DO O;DEL.SEC.4º NORTE;T;N;4.0;2026.0
GG8242;2026-04-24;18:45:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.4739624;-46.6393473;PARQUE MANDAQUI;Avenida Ultramarino;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;S;4.0;2026.0
GH1735;2026-04-24;16:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Terminal/Estação;-23.58574827;-46.6075076;IPIRANGA;RUA BOM PASTOR;17º D.P. DOUTOR ALDO GALIANO;DEL.SEC.2º SUL;T;S;4.0;2026.0
GH1764;2026-04-24;19:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;4.0;2026.0
GH3928;2026-04-25;01:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.45458153;-46.64819174;MANDAQUI;RUA JOAO CARLOS DEYNHAUSEN;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;N;4.0;2026.0
GH6163;2026-04-25;09:50:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Terminal/Estação;-23.53702539;-46.64332683;SANTA CECILIA;TERMINAL PRINCESA ISABEL;77º D.P. SANTA CECILIA;DEL.SEC.1º CENTRO;C;S;4.0;2026.0
GH7431;2026-04-25;09:29:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5673266;-46.4213093;CONJUNTO HABITACIONAL FAZENDA DO CARMO;Rua Paulo Gracindo;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;T;N;4.0;2026.0
GH9426;2026-04-25;14:10:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5099965;-46.4583874;JARDIM DAS CAMELIAS;Travessa José Antônio Arze;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;4.0;2026.0
GI1173;2026-04-25;04:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;98º D.P. JARDIM MIRIAM;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0
GI3676;2026-04-25;23:47:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.59078978;-46.78266298;RAPOSO TAVARES;RUA ANGELO APARECIDO DOS SANTOS DIAS;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;C;N;4.0;2026.0
GI3811;2026-04-25;23:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.7759928;-46.6760418;JARDIM NORONHA;Travessa Alvorada do Porto;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0
GI3850;2026-04-26;01:40:50;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.5506085;-46.634841;SÉ;Rua Senador Feijó;01º D.P. SE;DEL.SEC.1º CENTRO;C;S;4.0;2026.0
GI4774;2026-04-26;07:14:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0
GI4827;2026-04-26;05:50:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.575508;-46.6696853;JARDIM PAULISTA;Avenida Nove de Julho;15º D.P. DR. LUC. H BEIGUELMAN;DEL.SEC.3º OESTE;T;N;4.0;2026.0
GI5060;2026-04-25;20:50:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.58607871;-46.39657554;CIDADE TIRADENTES;RUA ALFONSO ASTURARO;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0
GJ0325;2026-04-26;08:30:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;98º D.P. JARDIM MIRIAM;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0
GJ0585;2026-04-26;20:30:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.74736226;-46.66894684;GRAJAU;RUA JULIO GADDA;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0
GK2417;2026-04-27;14:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Via Pública;-23.4468182;-46.5813921;SÍTIO DO PIQUERI;Rua Manuel Vieira da Luz;73º D.P. JACANA;DEL.SEC.4º NORTE;T;S;4.0;2026.0
GL2615;2026-04-18;;HOMICIDIO DOLOSO;Homicídio (art. 121);Pela manhã;Via Pública;-23.66306503;-46.75583838;JD SÃO LUIS;RUA MARIA BENEDITA RODRIGUES;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0
GO4994;2026-04-29;20:55:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6391243;-46.7816291;PIRAJUSSARA;Rua da Praia de Miramar;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0
GO5831;2026-04-29;22:43:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Restaurante e Afins;-23.53896683;-46.64076767;REPUBLICA;RUA VITORIA;03º D.P. CAMPOS ELISEOS;DEL.SEC.1º CENTRO;T;N;4.0;2026.0
GO5956;2026-04-29;22:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.65749575;-46.66465945;CIDADE ADEMAR;AVENIDA VEREADOR JOAO DE LUCA;43º D.P. CIDADE ADEMAR;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0
GO6784;2026-04-30;04:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0
GP6505;2026-04-20;20:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Restaurante e Afins;-23.49557753;-46.66658232;LIMAO;RUA ALCIDES ALVES;40º D.P. VILA STA MARIA;DEL.SEC.4º NORTE;T;N;4.0;2026.0
GP9573;2026-04-30;17:40:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6197517;-46.73011211;VILA ANDRADE;RUA ITAPEIM;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;4.0;2026.0
GQ0949;2026-04-30;15:11:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6157894;-46.7251774;PARAISÓPOLIS;Rua Herbert Spencer;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;4.0;2026.0
GP8739;2026-04-30;15:33:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;T;S;4.0;2026.0
GQ0373;2026-04-30;16:37:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0
GQ2905;2026-04-30;21:39:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;06º D.P. CAMBUCI;DEL.SEC.1º CENTRO;T;S;4.0;2026.0
GQ2905;2026-04-30;21:39:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;06º D.P. CAMBUCI;DEL.SEC.1º CENTRO;T;S;4.0;2026.0
GR7811;2026-04-29;15:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;44º D.P. GUAIANAZES;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0
GS0341;2026-05-02;21:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Comércio e Serviços;-23.5931537;-46.6421734;VILA CLEMENTINO;Rua Capitão Macedo;36º D.P. VILA MARIANA;DEL.SEC.2º SUL;T;N;5.0;2026.0
GS0901;2026-05-03;01:15:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5881273;-46.5866323;QUINTA DA PAINEIRA;praça bejetuba;56º D.P. VILA ALPINA;DEL.SEC.5º LESTE;T;N;5.0;2026.0
GS1565;2026-05-03;03:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;98º D.P. JARDIM MIRIAM;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
GS4018;2026-05-03;03:00:07;TENTATIVA DE HOMICIDIO;Feminicídio;;Via Pública;-23.4720565;-46.7021384;FREGUESIA DO Ó;Avenida Tomás Rabêlo e Silva;45º D.P. V BRASILANDIA;DEL.SEC.4º NORTE;T;N;5.0;2026.0
GS6680;2026-05-03;16:46:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5416953;-46.6096552;BRÁS;Rua Doutor Costa Valente;08º D.P. BRAS;DEL.SEC.1º CENTRO;T;S;5.0;2026.0
GS8372;2026-05-04;00:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.64963998;-46.77160626;CAMPO LIMPO;RUA LANGANES;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;C;N;5.0;2026.0
GT3675;2026-05-04;10:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Repartição Pública;-23.53058538;-46.64303258;SANTA CECILIA;ALAMEDA CLEVELAND;77º D.P. SANTA CECILIA;DEL.SEC.1º CENTRO;T;N;5.0;2026.0
GU0246;2026-05-04;14:15:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Condomínio Comercial;-23.578138;-46.5230876;PARQUE SANTO EDUARDO;Rua Lourenço da Silva Araújo e Amazonas;41º D.P. VILA RICA;DEL.SEC.8º SAO MATEUS;T;N;5.0;2026.0
GU1495;2026-05-04;15:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;102º D.P. SOCORRO;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
GU4386;2026-05-04;15:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;S;5.0;2026.0
GU5475;2026-05-04;19:45:05;TENTATIVA DE HOMICIDIO;Feminicídio;;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;T;N;5.0;2026.0
GU8917;2026-05-05;08:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5531261;-46.6550384;CERQUEIRA CÉSAR;Rua Augusta;04º D.P. CONSOLAÇÃO;DEL.SEC.1º CENTRO;T;N;5.0;2026.0
GX5054;2026-05-06;13:15:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.47801944;-46.67740697;FREGUESIA DO O;RUA PROFESSOR BUENO DOS REIS;28º D.P. FREGUESIA DO O;DEL.SEC.4º NORTE;T;N;5.0;2026.0
GX8573;2026-05-06;18:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6847989;-46.7147333;JARDIM TRES MARIAS;Avenida Atlântica;48º D.P. CIDADE DUTRA;DEL.SEC.6º SANTO AMARO;C;N;5.0;2026.0
GZ5507;2026-05-07;17:30:00;HOMICIDIO DOLOSO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;21º D.P. VILA MATILDE;DEL.SEC.5º LESTE;C;S;5.0;2026.0
GZ5833;2026-05-07;20:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Comércio e Serviços;-23.59612518;-46.61219693;IPIRANGA;RUA GAMA LOBO;17º D.P. DOUTOR ALDO GALIANO;DEL.SEC.2º SUL;T;N;5.0;2026.0
GZ7238;2026-05-07;21:30:00;HOMICIDIO DOLOSO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;74º D.P. PARADA TAIPAS;DEL.SEC.4º NORTE;C;N;5.0;2026.0
GZ7895;2026-05-08;03:10:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;65º D.P. ARTUR ALVIM;DEL.SEC.7º ITAQUERA;T;N;5.0;2026.0
GZ8038;2026-05-08;04:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5073451;-46.4835076;JARDIM COTINHA;Avenida São Miguel;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;5.0;2026.0
GZ8038;2026-05-08;04:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5073451;-46.4835076;JARDIM COTINHA;Avenida São Miguel;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;5.0;2026.0
HB7763;2026-05-09;10:50:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;22º D.P. SAO MIGUEL PTA;DEL.SEC.7º ITAQUERA;T;S;5.0;2026.0
HB9629;2026-05-09;07:00:33;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;81º D.P. BELEM;DEL.SEC.5º LESTE;T;N;5.0;2026.0
HC1656;2026-05-09;15:50:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.6274375;-46.7166272;RETIRO MORUMBI;Marginal Pinheiros;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;C;N;5.0;2026.0
HC3604;2026-05-09;20:10:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.670217;-46.76406502;CAPAO REDONDO;RUA COMENDADOR ANTUNES DOS SANTOS;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;C;S;5.0;2026.0
HD9979;2026-05-09;;LESAO CORPORAL SEGUIDA DE MORTE;Morte suspeita;A noite;Saúde;-23.5715272;-46.5900713;PARQUE DA MOOCA;Rua Juventus;18º D.P. ALTO DA MOOCA;DEL.SEC.5º LESTE;C;N;5.0;2026.0
HE0456;2026-05-11;12:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5790565;-46.7459387;JARDIM PINHEIROS;Avenida Engenheiro Heitor Antônio Eiras Garcia;51º D.P. RIO PEQUENO;DEL.SEC.3º OESTE;T;S;5.0;2026.0
HE0520;2026-05-11;13:30:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.4758187;-46.4178859;JARDIM HELENA;Rua Recife;59º D.P. JARDIM DOS IPES;DEL.SEC.7º ITAQUERA;C;S;5.0;2026.0
HF9528;2026-05-12;13:14:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;T;S;5.0;2026.0
HG0790;2026-05-02;;TENTATIVA DE HOMICIDIO;Feminicídio;De madrugada;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;5.0;2026.0
HG6190;2026-05-13;04:18:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;C;N;5.0;2026.0
HH3621;2026-05-12;23:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;46º D.P. PERUS;DEL.SEC.3º OESTE;T;N;5.0;2026.0
HH7162;2026-05-13;14:37:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6112707;-46.6175971;JARDIM DA SAÚDE;Avenida do Cursino;16º D.P. VILA CLEMENTINO;DEL.SEC.2º SUL;T;N;5.0;2026.0
HH7787;2026-05-13;13:21:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;56º D.P. VILA ALPINA;DEL.SEC.5º LESTE;T;N;5.0;2026.0
HI4949;2026-05-14;08:30:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.4961158;-46.5216985;VILA SANTO HENRIQUE;Via Parque;24º D.P. PONTE RASA;DEL.SEC.7º ITAQUERA;C;N;5.0;2026.0
HI7107;2026-04-17;23:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0
HJ1510;2026-05-14;12:35:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.52931002;-46.60822312;PARI;RUA SANTA RITA;12º D.P. PARI;DEL.SEC.1º CENTRO;C;N;5.0;2026.0
HJ8697;2026-05-14;21:50:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.75723944;-46.67748466;GRAJAU;RUA TERESA FARIAS ISASSI;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;C;N;5.0;2026.0
HJ8697;2026-05-14;21:50:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.75723944;-46.67748466;GRAJAU;RUA TERESA FARIAS ISASSI;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
HJ8697;2026-05-14;21:50:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.75723944;-46.67748466;GRAJAU;RUA TERESA FARIAS ISASSI;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
HK6849;2026-05-15;12:55:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.56995705;-46.54073225;VILA FORMOSA;RUA ALMIRANTE SILVADO;58º D.P. VILA FORMOSA;DEL.SEC.5º LESTE;C;N;5.0;2026.0
HL6460;2026-05-16;05:31:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5048624;-46.690714;VILA ALBERTINA;Avenida Nossa Senhora do Ó;28º D.P. FREGUESIA DO O;DEL.SEC.4º NORTE;T;N;5.0;2026.0
HL9675;2026-05-16;07:04:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Saúde;-23.5318898;-46.5595554;JARDIM JARAGUA (ITAIM PAULISTA);Avenida Marechal Tito;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;C;N;5.0;2026.0
HL9683;2026-05-16;12:59:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;C;S;5.0;2026.0
HM6153;2026-05-17;07:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Area não Ocupada;-23.5716209;-46.7049608;BUTANTÃ;Rua Desembargador Armando Fairbanks;51º D.P. RIO PEQUENO;DEL.SEC.3º OESTE;T;N;5.0;2026.0
HM8619;2026-05-17;11:09:11;LESAO CORPORAL SEGUIDA DE MORTE;Morte suspeita;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;32º D.P. ITAQUERA;DEL.SEC.7º ITAQUERA;C;N;5.0;2026.0
HN1591;2026-05-17;14:35:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Terminal/Estação;-23.50892;-46.624813;SANTANA;Avenida Cruzeiro do Sul;09º D.P. - CARANDIRU;DEL.SEC.4º NORTE;T;S;5.0;2026.0
HN2271;2026-05-17;19:30:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;66º D.P. JDIM ARICANDUVA;DEL.SEC.8º SAO MATEUS;T;N;5.0;2026.0
HN2282;2026-05-17;20:48:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.62426769;-46.72920216;VILA ANDRADE;RUA DO SIMBOLO;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;C;N;5.0;2026.0
HN2794;2026-05-16;21:05:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Saúde;-23.6737503;-46.7738501;JARDIM BOA ESPERANCA;Avenida Comendador Sant'Anna;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
HN3208;2026-05-18;01:30:37;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5870134;-46.3879333;CIDADE TIRADENTES;Rua Um Amazonas;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;5.0;2026.0
HN3208;2026-05-18;01:30:37;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5870134;-46.3879333;CIDADE TIRADENTES;Rua Um Amazonas;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;5.0;2026.0
HN3768;2026-05-18;07:29:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Restaurante e Afins;-23.61391357;-46.51646994;SAPOPEMBA;RUA NOVA RESENDE;70º D.P. VILA EMA;DEL.SEC.8º SAO MATEUS;T;S;5.0;2026.0
HN3768;2026-05-18;07:29:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.61449629;-46.51678673;SAPOPEMBA;RUA CURUPIREIRA;70º D.P. VILA EMA;DEL.SEC.8º SAO MATEUS;C;S;5.0;2026.0
HO9542;2026-05-18;21:57:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;06º D.P. CAMBUCI;DEL.SEC.1º CENTRO;T;N;5.0;2026.0
HP3394;2026-05-19;08:41:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;58º D.P. VILA FORMOSA;DEL.SEC.5º LESTE;T;S;5.0;2026.0
HP9485;2026-05-19;10:37:03;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.7374471;-46.7808049;VILA DO SOL;Avenida dos Funcionários Públicos;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
HQ5142;2026-05-19;16:55:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.5667123;-46.7539253;RIO PEQUENO;Avenida do Rio Pequeno;93º D.P. JAGUARÉ;DEL.SEC.3º OESTE;C;N;5.0;2026.0
